WKT,name,description
"POLYGON ((106.8509326 -6.2328481, 106.8507073 -6.2333601, 106.8507073 -6.233712, 106.8507181 -6.2341493, 106.8509112 -6.2344799, 106.8515764 -6.2348959, 106.8524132 -6.2354185, 106.8527029 -6.2359517, 106.852542 -6.2370289, 106.8521879 -6.2382448, 106.8517588 -6.2397699, 106.8521236 -6.2407405, 106.8527244 -6.2420843, 106.8539045 -6.242031, 106.8532715 -6.2412204, 106.8530033 -6.2406018, 106.8529068 -6.2395779, 106.8532608 -6.2383621, 106.8536041 -6.2369863, 106.8535183 -6.2359944, 106.853293 -6.2347466, 106.8528746 -6.2347999, 106.8526385 -6.2337333, 106.8525634 -6.233488, 106.8514691 -6.233584, 106.851276 -6.2333067, 106.8512867 -6.2330188, 106.8509326 -6.2328481))",Area Taman Echo Park,
