WKT,name,description
"POLYGON ((106.8060028 -6.2128071, 106.798321 -6.214663, 106.7983854 -6.2197612, 106.798321 -6.2205291, 106.8001878 -6.2213611, 106.8025696 -6.222321, 106.8031275 -6.2225983, 106.8035996 -6.2230889, 106.8047583 -6.2246674, 106.8087279 -6.2220863, 106.8082773 -6.2213397, 106.8082773 -6.2157509, 106.8070543 -6.2157936, 106.8061316 -6.2155163, 106.8060887 -6.2144497, 106.8063461 -6.2141724, 106.8063247 -6.2135111, 106.8061745 -6.2130631, 106.8060028 -6.2128071))",Area Taman GBK,
