WKT,name,description
"POLYGON ((110.0198251 -7.8918481, 110.0184767 -7.894475, 110.0326387 -7.8999161, 110.1241952 -7.9374151, 110.2162057 -7.986377, 110.3281289 -8.0251343, 110.3466683 -8.0312536, 110.3610879 -8.0557296, 110.3858071 -8.0720462, 110.4242593 -8.0897217, 110.4462319 -8.1005986, 110.4929238 -8.1141942, 110.5190163 -8.1291489, 110.5808144 -8.1386652, 110.5883675 -8.1495408, 110.5993539 -8.1447828, 110.6934243 -8.1876028, 110.7085305 -8.1835249, 110.7057839 -8.1957585, 110.7215768 -8.2011955, 110.7339364 -8.1930399, 110.757969 -8.198477, 110.7758218 -8.1957585, 110.7964211 -8.1923603, 110.8266335 -8.2032344, 110.8335 -8.1950788, 110.8286935 -8.1726503, 110.8170205 -8.1447828, 110.810154 -8.1556581, 110.7874947 -8.1597363, 110.7902413 -8.1284692, 110.7820016 -8.0788446, 110.7545358 -8.0210548, 110.767582 -7.983657, 110.7703286 -7.9326546, 110.7737618 -7.8918481, 110.7854348 -7.8762045, 110.7840615 -7.8523979, 110.7854348 -7.8211072, 110.7737618 -7.8095427, 110.7641488 -7.8095427, 110.7641488 -7.823148, 110.7545358 -7.8265493, 110.7414895 -7.8081821, 110.715397 -7.7904945, 110.7126504 -7.8013793, 110.692051 -7.8075018, 110.6714517 -7.8034201, 110.6769448 -7.7932157, 110.6700784 -7.7877733, 110.6584054 -7.8075018, 110.6460458 -7.7972975, 110.639866 -7.8020596, 110.6089669 -7.7972975, 110.5924874 -7.8075018, 110.5760079 -7.805461, 110.583561 -7.7904945, 110.5588418 -7.785052, 110.5389291 -7.7986581, 110.5279427 -7.7898142, 110.5094033 -7.7700848, 110.4929238 -7.764642, 110.486744 -7.7231386, 110.4675179 -7.6251472, 110.4606515 -7.5747818, 110.4482919 -7.5434706, 110.4194528 -7.5570845, 110.39954 -7.5863528, 110.345295 -7.6285501, 110.2999764 -7.6605356, 110.2738839 -7.7061278, 110.2642709 -7.6877554, 110.2635842 -7.6618966, 110.2649575 -7.6469251, 110.2525979 -7.6428418, 110.2402383 -7.6544109, 110.2203256 -7.6523693, 110.1798135 -7.6482861, 110.1406747 -7.6503277, 110.1200753 -7.6714238, 110.1379281 -7.6938797, 110.1324349 -7.6986429, 110.1317483 -7.7435506, 110.1166421 -7.7619206, 110.1118356 -7.7775684, 110.0967294 -7.7796094, 110.0816232 -7.805461, 110.0596505 -7.8143046, 110.0596505 -7.8394738, 110.0452309 -7.8619207, 110.0328713 -7.8972892, 110.0198251 -7.8918481))",Area DIY Yogyakarta,
